one_month_accumulative,three_month_accumulative,"""zhima_score_num""","""anti_risk_score""",d0,d1,d7,d14,d30
0.0,11.0,554,25.0,0,0,0,0,0
1.0,19.0,552,38.0,1,1,1,1,1
2.0,4.0,568,29.0,0,0,0,0,0
0.0,4.0,572,64.0,1,1,1,1,1
22.0,33.0,647,16.0,0,0,0,0,0
2.0,6.0,630,79.0,1,1,1,1,1
6.0,28.0,577,10.0,0,0,0,0,0
8.0,32.0,573,92.0,0,0,0,0,0
10.0,18.0,627,36.0,0,0,0,0,0
8.0,25.0,615,11.0,0,0,0,0,0
1.0,2.0,663,12.0,0,0,0,0,0
0.0,10.0,628,12.0,1,1,0,0,0
0.0,5.0,550,60.0,1,1,1,1,1
0.0,5.0,583,23.0,1,1,1,1,1
7.0,16.0,639,23.0,0,0,0,0,0
0.0,20.0,607,11.0,1,0,0,0,0
2.0,2.0,550,23.0,0,0,0,0,0
13.0,23.0,621,20.0,0,0,0,0,0
1.0,7.0,550,34.0,1,1,0,0,0
23.0,58.0,568,13.0,0,0,0,0,0
0.0,13.0,607,38.0,1,1,1,0,0
0.0,15.0,598,25.0,1,1,1,1,1
26.0,49.0,685,4.0,0,0,0,0,0
4.0,27.0,608,13.0,1,1,0,0,0
3.0,20.0,612,21.0,0,0,0,0,0
,,577,30.0,0,0,0,0,0
2.0,35.0,662,12.0,0,0,0,0,0
10.0,26.0,619,11.0,1,0,0,0,0
6.0,30.0,612,28.0,0,0,0,0,0
0.0,20.0,601,13.0,1,1,1,1,1
15.0,43.0,650,2.0,0,0,0,0,0
2.0,3.0,510,8.0,1,0,0,0,0
15.0,43.0,645,5.0,0,0,0,0,0
8.0,28.0,607,21.0,1,0,0,0,0
0.0,3.0,645,8.0,0,0,0,0,0
0.0,6.0,579,23.0,1,0,0,0,0
0.0,4.0,658,3.0,1,1,1,1,1
8.0,16.0,634,4.0,1,0,0,0,0
9.0,16.0,556,20.0,1,0,0,0,0
8.0,16.0,656,6.0,0,0,0,0,0
1.0,14.0,581,48.0,0,0,0,0,0
1.0,8.0,575,4.0,1,1,0,0,0
1.0,21.0,587,12.0,1,1,0,0,0
8.0,20.0,616,4.0,0,0,0,0,0
,,577,42.0,0,0,0,0,0
0.0,4.0,600,51.0,0,0,0,0,0
22.0,51.0,598,14.0,0,0,0,0,0
0.0,14.0,602,27.0,1,1,1,1,1
1.0,30.0,604,20.0,1,1,1,1,1
7.0,25.0,601,11.0,1,0,0,0,0
6.0,32.0,602,6.0,0,0,0,0,0
0.0,1.0,589,28.0,0,0,0,0,0
2.0,7.0,604,5.0,0,0,0,0,0
9.0,24.0,611,6.0,0,0,0,0,0
8.0,16.0,616,11.0,0,0,0,0,0
6.0,11.0,585,11.0,0,0,0,0,0
0.0,13.0,646,12.0,0,0,0,0,0
0.0,2.0,619,6.0,0,0,0,0,0
6.0,12.0,578,8.0,0,0,0,0,0
1.0,3.0,553,7.0,0,0,0,0,0
2.0,13.0,603,19.0,0,0,0,0,0
0.0,10.0,729,4.0,0,0,0,0,0
13.0,31.0,619,10.0,0,0,0,0,0
1.0,15.0,663,7.0,0,0,0,0,0
6.0,23.0,634,5.0,1,1,1,1,1
0.0,11.0,571,47.0,0,0,0,0,0
0.0,2.0,542,4.0,0,0,0,0,0
3.0,16.0,550,36.0,1,1,1,1,0
0.0,16.0,603,4.0,1,1,1,0,0
1.0,9.0,630,6.0,1,0,0,0,0
0.0,1.0,579,18.0,0,0,0,0,0
3.0,11.0,587,14.0,0,0,0,0,0
1.0,9.0,586,17.0,0,0,0,0,0
1.0,2.0,598,6.0,0,0,0,0,0
3.0,5.0,627,14.0,1,1,1,1,1
10.0,16.0,616,42.0,1,0,0,0,0
0.0,9.0,620,11.0,1,1,1,1,1
1.0,6.0,612,64.0,0,0,0,0,0
6.0,30.0,616,2.0,0,0,0,0,0
0.0,7.0,596,28.0,1,1,1,0,0
0.0,16.0,601,12.0,1,1,1,1,1
0.0,3.0,607,33.0,1,1,1,1,1
0.0,5.0,593,28.0,1,1,1,1,1
6.0,17.0,550,25.0,1,1,1,0,0
0.0,9.0,644,26.0,0,0,0,0,0
0.0,7.0,622,8.0,1,1,0,0,0
3.0,13.0,623,27.0,0,0,0,0,0
1.0,2.0,559,16.0,1,1,1,1,1
1.0,13.0,584,28.0,0,0,0,0,0
3.0,9.0,639,28.0,0,0,0,0,0
3.0,15.0,678,12.0,0,0,0,0,0
4.0,20.0,584,17.0,1,1,1,1,1
2.0,20.0,601,1.0,0,0,0,0,0
0.0,11.0,565,16.0,1,1,1,1,1
1.0,29.0,655,5.0,1,1,0,0,0
8.0,16.0,532,4.0,0,0,0,0,0
10.0,20.0,646,1.0,1,0,0,0,0
4.0,6.0,616,13.0,1,0,0,0,0
3.0,12.0,571,28.0,0,0,0,0,0
1.0,19.0,510,11.0,1,1,0,0,0
1.0,3.0,554,29.0,1,1,1,1,1
12.0,21.0,612,17.0,1,0,0,0,0
14.0,37.0,613,4.0,0,0,0,0,0
8.0,40.0,631,11.0,1,0,0,0,0
4.0,14.0,554,54.0,0,0,0,0,0
2.0,11.0,564,37.0,1,1,1,1,1
9.0,29.0,588,52.0,0,0,0,0,0
0.0,2.0,559,26.0,0,0,0,0,0
4.0,15.0,640,9.0,0,0,0,0,0
12.0,21.0,601,51.0,0,0,0,0,0
30.0,57.0,638,4.0,1,0,0,0,0
0.0,15.0,624,18.0,1,1,1,1,1
2.0,21.0,590,21.0,1,1,1,1,1
11.0,25.0,593,13.0,0,0,0,0,0
0.0,13.0,550,41.0,1,1,1,1,1
8.0,18.0,596,8.0,0,0,0,0,0
7.0,15.0,597,28.0,0,0,0,0,0
6.0,9.0,581,4.0,0,0,0,0,0
3.0,7.0,669,6.0,1,0,0,0,0
17.0,28.0,616,10.0,0,0,0,0,0
2.0,18.0,608,4.0,0,0,0,0,0
1.0,12.0,580,16.0,1,0,0,0,0
4.0,12.0,590,32.0,0,0,0,0,0
4.0,16.0,611,7.0,0,0,0,0,0
0.0,5.0,584,31.0,1,1,1,0,0
0.0,9.0,636,9.0,1,0,0,0,0
7.0,29.0,566,5.0,0,0,0,0,0
0.0,8.0,575,33.0,1,0,0,0,0
0.0,7.0,550,26.0,1,1,1,1,1
0.0,18.0,550,32.0,1,1,1,1,1
6.0,28.0,586,18.0,0,0,0,0,0
3.0,7.0,695,10.0,0,0,0,0,0
1.0,17.0,568,16.0,1,0,0,0,0
10.0,20.0,554,22.0,0,0,0,0,0
0.0,14.0,620,11.0,1,0,0,0,0
1.0,7.0,602,6.0,1,1,0,0,0
10.0,14.0,704,9.0,1,0,0,0,0
2.0,13.0,625,14.0,0,0,0,0,0
7.0,24.0,570,28.0,0,0,0,0,0
3.0,12.0,568,45.0,0,0,0,0,0
1.0,12.0,693,30.0,1,1,1,1,1
4.0,13.0,588,22.0,0,0,0,0,0
15.0,42.0,675,8.0,0,0,0,0,0
3.0,30.0,550,20.0,1,1,1,1,1
4.0,18.0,647,0.0,0,0,0,0,0
14.0,20.0,531,5.0,0,0,0,0,0
4.0,28.0,600,14.0,0,0,0,0,0
7.0,15.0,628,5.0,1,0,0,0,0
12.0,24.0,571,24.0,0,0,0,0,0
2.0,20.0,587,29.0,1,1,1,1,1
3.0,7.0,639,46.0,0,0,0,0,0
0.0,5.0,628,2.0,0,0,0,0,0
0.0,1.0,572,26.0,0,0,0,0,0
10.0,45.0,687,7.0,0,0,0,0,0
2.0,15.0,603,19.0,1,1,1,1,1
0.0,13.0,576,12.0,1,1,1,1,1
2.0,10.0,564,38.0,1,1,0,0,0
7.0,11.0,594,16.0,1,0,0,0,0
2.0,24.0,624,28.0,1,1,0,0,0
0.0,5.0,632,15.0,1,1,1,1,1
13.0,30.0,590,2.0,0,0,0,0,0
0.0,1.0,574,12.0,0,0,0,0,0
0.0,6.0,629,29.0,0,0,0,0,0
0.0,19.0,643,22.0,1,1,1,1,1
2.0,5.0,619,10.0,1,1,1,1,1
6.0,10.0,634,10.0,0,0,0,0,0
0.0,1.0,602,23.0,1,1,0,0,0
0.0,1.0,609,26.0,1,1,0,0,0
0.0,6.0,620,7.0,1,1,1,1,1
1.0,12.0,550,8.0,1,1,1,1,1
8.0,14.0,591,12.0,1,0,0,0,0
11.0,20.0,654,5.0,0,0,0,0,0
7.0,13.0,575,13.0,1,0,0,0,0
2.0,2.0,553,37.0,1,1,0,0,0
1.0,31.0,662,10.0,1,1,1,1,1
1.0,19.0,675,33.0,1,1,1,1,1
3.0,37.0,594,51.0,1,1,1,1,1
6.0,15.0,697,10.0,0,0,0,0,0
0.0,9.0,550,23.0,1,1,1,1,1
1.0,13.0,609,53.0,1,1,1,0,0
0.0,16.0,596,33.0,1,1,1,1,1
7.0,17.0,596,2.0,0,0,0,0,0
10.0,30.0,621,19.0,1,1,1,0,0
1.0,8.0,620,13.0,0,0,0,0,0
0.0,6.0,580,4.0,0,0,0,0,0
2.0,24.0,553,15.0,1,1,1,1,1
0.0,14.0,576,23.0,0,0,0,0,0
0.0,13.0,586,23.0,0,0,0,0,0
1.0,7.0,572,26.0,1,0,0,0,0
0.0,7.0,593,6.0,0,0,0,0,0
3.0,15.0,623,33.0,0,0,0,0,0
13.0,35.0,580,15.0,0,0,0,0,0
4.0,26.0,612,32.0,0,0,0,0,0
1.0,10.0,601,44.0,1,1,1,1,1
4.0,12.0,606,14.0,0,0,0,0,0
4.0,10.0,626,16.0,0,0,0,0,0
0.0,14.0,599,5.0,1,1,1,1,1
3.0,10.0,621,12.0,1,0,0,0,0
4.0,15.0,609,27.0,1,0,0,0,0
11.0,26.0,669,6.0,1,0,0,0,0
0.0,0.0,591,6.0,0,0,0,0,0
0.0,14.0,568,66.0,1,1,1,1,1
1.0,4.0,588,10.0,0,0,0,0,0
4.0,5.0,601,24.0,0,0,0,0,0
0.0,14.0,575,26.0,1,1,1,1,1
1.0,19.0,594,13.0,1,1,0,0,0
4.0,20.0,571,17.0,0,0,0,0,0
14.0,18.0,639,39.0,0,0,0,0,0
7.0,21.0,645,10.0,0,0,0,0,0
0.0,15.0,604,18.0,1,1,1,1,1
0.0,3.0,621,17.0,0,0,0,0,0
2.0,10.0,630,4.0,1,1,0,0,0
10.0,20.0,582,10.0,1,0,0,0,0
1.0,6.0,682,4.0,0,0,0,0,0
1.0,12.0,550,57.0,1,1,1,0,0
1.0,22.0,600,20.0,0,0,0,0,0
8.0,15.0,640,4.0,0,0,0,0,0
4.0,10.0,612,1.0,0,0,0,0,0
14.0,40.0,672,2.0,0,0,0,0,0
3.0,10.0,568,40.0,1,0,0,0,0
1.0,8.0,554,55.0,1,1,1,1,1
4.0,19.0,592,47.0,0,0,0,0,0
1.0,15.0,579,13.0,1,1,0,0,0
1.0,5.0,581,18.0,0,0,0,0,0
0.0,4.0,684,2.0,0,0,0,0,0
4.0,11.0,619,4.0,0,0,0,0,0
0.0,6.0,576,22.0,1,1,1,1,1
0.0,9.0,576,25.0,1,1,1,1,1
0.0,5.0,598,16.0,1,1,1,1,1
3.0,14.0,596,3.0,1,0,0,0,0
13.0,23.0,620,20.0,0,0,0,0,0
2.0,12.0,645,13.0,0,0,0,0,0
3.0,18.0,621,31.0,1,0,0,0,0
2.0,12.0,560,31.0,1,0,0,0,0
0.0,6.0,591,26.0,0,0,0,0,0
4.0,24.0,591,81.0,1,0,0,0,0
0.0,11.0,550,17.0,1,1,1,0,0
0.0,1.0,578,32.0,0,0,0,0,0
5.0,12.0,593,11.0,0,0,0,0,0
17.0,33.0,639,70.0,1,1,1,1,1
1.0,28.0,622,12.0,0,0,0,0,0
0.0,0.0,619,34.0,0,0,0,0,0
6.0,15.0,596,43.0,0,0,0,0,0
3.0,6.0,622,14.0,1,1,1,1,1
15.0,30.0,612,63.0,0,0,0,0,0
1.0,6.0,550,21.0,1,1,1,1,1
0.0,20.0,608,6.0,1,1,1,1,1
2.0,28.0,633,15.0,1,0,0,0,0
4.0,15.0,620,7.0,0,0,0,0,0
1.0,18.0,606,3.0,0,0,0,0,0
6.0,13.0,598,19.0,0,0,0,0,0
8.0,14.0,600,36.0,1,1,1,1,1
16.0,42.0,614,3.0,0,0,0,0,0
4.0,15.0,550,11.0,0,0,0,0,0
5.0,11.0,675,5.0,0,0,0,0,0
0.0,0.0,592,28.0,0,0,0,0,0
0.0,0.0,614,7.0,1,0,0,0,0
0.0,4.0,597,18.0,0,0,0,0,0
0.0,6.0,556,21.0,0,0,0,0,0
8.0,18.0,579,33.0,1,0,0,0,0
2.0,5.0,551,60.0,0,0,0,0,0
4.0,13.0,629,5.0,0,0,0,0,0
7.0,30.0,687,16.0,0,0,0,0,0
0.0,21.0,579,10.0,1,1,1,1,1
0.0,2.0,550,45.0,1,1,1,0,0
0.0,15.0,635,5.0,1,1,1,1,1
0.0,5.0,576,15.0,1,1,1,1,1
1.0,13.0,599,13.0,0,0,0,0,0
0.0,6.0,581,21.0,1,1,0,0,0
4.0,10.0,625,13.0,0,0,0,0,0
5.0,29.0,609,8.0,1,0,0,0,0
1.0,12.0,575,19.0,1,1,1,1,1
8.0,19.0,592,8.0,1,0,0,0,0
9.0,19.0,637,19.0,0,0,0,0,0
2.0,16.0,609,10.0,1,1,1,1,1
0.0,9.0,649,11.0,1,0,0,0,0
2.0,22.0,600,3.0,0,0,0,0,0
21.0,28.0,576,8.0,0,0,0,0,0
2.0,6.0,607,24.0,1,1,1,1,1
1.0,3.0,672,5.0,0,0,0,0,0
0.0,8.0,561,28.0,1,1,1,1,1
5.0,17.0,601,24.0,0,0,0,0,0
9.0,15.0,613,19.0,1,0,0,0,0
24.0,37.0,624,28.0,0,0,0,0,0
4.0,29.0,551,21.0,0,0,0,0,0
0.0,26.0,648,28.0,1,1,1,1,1
2.0,5.0,618,17.0,0,0,0,0,0
6.0,17.0,584,13.0,1,0,0,0,0
5.0,16.0,565,17.0,1,1,0,0,0
5.0,13.0,601,17.0,0,0,0,0,0
2.0,6.0,667,11.0,0,0,0,0,0
5.0,17.0,641,5.0,0,0,0,0,0
0.0,10.0,592,7.0,0,0,0,0,0
2.0,30.0,571,20.0,0,0,0,0,0
0.0,6.0,661,46.0,1,1,1,1,1
11.0,24.0,735,1.0,0,0,0,0,0
0.0,4.0,582,6.0,1,1,1,1,1
3.0,7.0,600,7.0,1,1,0,0,0
1.0,11.0,588,58.0,0,0,0,0,0
1.0,10.0,586,17.0,1,1,1,0,0
0.0,9.0,557,7.0,1,1,1,1,1
1.0,17.0,508,61.0,1,1,1,1,1
2.0,8.0,606,7.0,0,0,0,0,0
7.0,13.0,694,7.0,0,0,0,0,0
11.0,36.0,665,6.0,1,0,0,0,0
7.0,24.0,614,5.0,0,0,0,0,0
6.0,21.0,569,10.0,1,0,0,0,0
0.0,3.0,594,36.0,0,0,0,0,0
12.0,44.0,673,32.0,0,0,0,0,0
0.0,6.0,550,19.0,1,0,0,0,0
6.0,18.0,699,22.0,0,0,0,0,0
0.0,12.0,563,2.0,0,0,0,0,0
1.0,3.0,606,12.0,0,0,0,0,0
1.0,10.0,597,9.0,0,0,0,0,0
1.0,4.0,635,14.0,0,0,0,0,0
0.0,2.0,598,8.0,1,1,0,0,0
0.0,8.0,554,13.0,1,1,0,0,0
16.0,38.0,589,23.0,0,0,0,0,0
10.0,38.0,605,15.0,0,0,0,0,0
12.0,23.0,586,4.0,0,0,0,0,0
3.0,10.0,652,12.0,1,0,0,0,0
8.0,21.0,550,7.0,1,1,0,0,0
0.0,3.0,550,14.0,1,1,1,1,1
0.0,10.0,634,26.0,1,1,1,1,1
0.0,9.0,694,7.0,0,0,0,0,0
5.0,9.0,601,11.0,0,0,0,0,0
3.0,21.0,593,1.0,1,0,0,0,0
0.0,4.0,606,7.0,1,0,0,0,0
8.0,17.0,568,43.0,0,0,0,0,0
0.0,11.0,612,9.0,1,1,1,1,1
21.0,29.0,607,5.0,0,0,0,0,0
6.0,23.0,622,9.0,0,0,0,0,0
0.0,11.0,595,18.0,1,1,1,1,1
0.0,0.0,625,33.0,0,0,0,0,0
11.0,16.0,557,42.0,0,0,0,0,0
3.0,17.0,569,15.0,1,1,1,1,0
1.0,9.0,573,6.0,0,0,0,0,0
16.0,24.0,562,16.0,0,0,0,0,0
0.0,21.0,584,19.0,1,0,0,0,0
14.0,23.0,663,12.0,0,0,0,0,0
1.0,12.0,597,17.0,0,0,0,0,0
5.0,11.0,608,17.0,0,0,0,0,0
0.0,25.0,637,16.0,1,1,1,1,1
2.0,12.0,592,62.0,0,0,0,0,0
16.0,26.0,622,24.0,0,0,0,0,0
0.0,8.0,557,31.0,1,1,1,1,1
2.0,9.0,585,13.0,0,0,0,0,0
0.0,2.0,577,23.0,0,0,0,0,0
0.0,1.0,637,6.0,1,1,1,1,1
2.0,7.0,555,54.0,0,0,0,0,0
4.0,16.0,551,52.0,0,0,0,0,0
0.0,20.0,577,28.0,1,1,1,1,1
11.0,17.0,550,19.0,0,0,0,0,0
3.0,15.0,577,49.0,1,1,0,0,0
1.0,4.0,617,6.0,0,0,0,0,0
1.0,20.0,560,18.0,0,0,0,0,0
0.0,4.0,589,15.0,1,1,1,1,1
0.0,5.0,594,52.0,1,1,1,1,1
8.0,34.0,624,8.0,1,0,0,0,0
1.0,5.0,594,50.0,1,1,1,1,1
1.0,7.0,626,19.0,1,1,0,0,0
1.0,11.0,649,45.0,1,1,1,1,1
12.0,28.0,616,22.0,0,0,0,0,0
0.0,3.0,550,14.0,1,1,1,1,1
4.0,35.0,640,4.0,0,0,0,0,0
1.0,5.0,656,12.0,0,0,0,0,0
1.0,5.0,623,19.0,0,0,0,0,0
4.0,13.0,582,40.0,1,1,1,1,1
1.0,7.0,595,14.0,0,0,0,0,0
0.0,2.0,624,28.0,0,0,0,0,0
5.0,17.0,588,33.0,0,0,0,0,0
3.0,3.0,676,14.0,0,0,0,0,0
0.0,4.0,550,20.0,1,1,1,0,0
0.0,4.0,557,26.0,1,1,1,1,1
0.0,6.0,582,21.0,0,0,0,0,0
7.0,37.0,634,20.0,1,0,0,0,0
0.0,1.0,660,15.0,0,0,0,0,0
0.0,12.0,601,22.0,1,1,1,1,1
3.0,12.0,603,19.0,1,1,1,1,1
13.0,22.0,608,7.0,0,0,0,0,0
2.0,8.0,615,22.0,0,0,0,0,0
9.0,17.0,612,42.0,1,1,0,0,0
0.0,11.0,603,21.0,0,0,0,0,0
4.0,6.0,581,2.0,0,0,0,0,0
1.0,14.0,609,15.0,1,1,1,1,1
9.0,12.0,587,17.0,0,0,0,0,0
1.0,11.0,635,15.0,0,0,0,0,0
2.0,26.0,565,22.0,0,0,0,0,0
0.0,1.0,627,13.0,1,0,0,0,0
0.0,11.0,597,5.0,0,0,0,0,0
4.0,30.0,569,16.0,0,0,0,0,0
5.0,9.0,629,10.0,0,0,0,0,0
0.0,5.0,550,16.0,1,1,0,0,0
2.0,25.0,550,23.0,1,1,1,1,1
0.0,15.0,601,21.0,1,1,0,0,0
2.0,3.0,631,7.0,0,0,0,0,0
5.0,21.0,588,17.0,1,1,1,1,1
4.0,18.0,550,12.0,0,0,0,0,0
2.0,4.0,588,28.0,0,0,0,0,0
0.0,7.0,640,19.0,0,0,0,0,0
19.0,41.0,639,10.0,1,0,0,0,0
1.0,27.0,627,15.0,1,1,0,0,0
1.0,7.0,553,17.0,0,0,0,0,0
12.0,21.0,596,60.0,1,1,1,1,1
8.0,20.0,565,23.0,1,0,0,0,0
0.0,2.0,550,33.0,1,1,1,1,1
0.0,2.0,591,23.0,1,1,1,1,1
0.0,7.0,613,18.0,1,0,0,0,0
6.0,16.0,658,8.0,0,0,0,0,0
2.0,7.0,555,16.0,1,1,1,0,0
5.0,29.0,554,14.0,1,1,1,1,1
0.0,7.0,612,13.0,1,1,1,0,0
3.0,11.0,550,22.0,0,0,0,0,0
3.0,12.0,599,14.0,1,1,1,1,1
0.0,5.0,610,11.0,0,0,0,0,0
4.0,22.0,588,32.0,1,1,1,1,1
1.0,7.0,600,18.0,0,0,0,0,0
1.0,4.0,675,9.0,0,0,0,0,0
0.0,19.0,593,5.0,1,1,1,1,1
7.0,9.0,671,27.0,0,0,0,0,0
15.0,16.0,615,9.0,1,1,0,0,0
6.0,9.0,586,46.0,1,0,0,0,0
2.0,12.0,578,11.0,1,1,1,1,1
12.0,18.0,610,10.0,0,0,0,0,0
1.0,1.0,586,10.0,0,0,0,0,0
7.0,18.0,578,9.0,0,0,0,0,0
8.0,27.0,623,2.0,0,0,0,0,0
0.0,5.0,583,49.0,1,1,1,1,0
6.0,29.0,648,4.0,0,0,0,0,0
6.0,17.0,719,1.0,1,0,0,0,0
6.0,20.0,572,14.0,0,0,0,0,0
0.0,4.0,570,26.0,1,1,1,1,1
11.0,25.0,636,5.0,0,0,0,0,0
1.0,6.0,555,28.0,1,0,0,0,0
4.0,10.0,626,6.0,0,0,0,0,0
3.0,21.0,592,19.0,1,1,1,1,1
0.0,2.0,570,61.0,0,0,0,0,0
0.0,15.0,555,21.0,1,1,1,1,1
5.0,42.0,622,11.0,1,0,0,0,0
1.0,7.0,587,55.0,1,1,1,1,1
0.0,8.0,550,61.0,1,1,1,1,1
0.0,8.0,615,35.0,1,1,0,0,0
29.0,36.0,574,23.0,1,0,0,0,0
7.0,18.0,616,25.0,0,0,0,0,0
17.0,32.0,572,23.0,0,0,0,0,0
6.0,32.0,595,8.0,1,1,0,0,0
3.0,11.0,565,23.0,0,0,0,0,0
2.0,5.0,601,9.0,0,0,0,0,0
1.0,1.0,543,49.0,0,0,0,0,0
1.0,7.0,644,18.0,1,1,0,0,0
6.0,12.0,606,22.0,1,1,1,1,1
3.0,45.0,605,21.0,0,0,0,0,0
5.0,8.0,583,11.0,0,0,0,0,0
0.0,10.0,564,29.0,1,0,0,0,0
10.0,30.0,625,27.0,0,0,0,0,0
7.0,17.0,600,26.0,0,0,0,0,0
9.0,42.0,580,17.0,0,0,0,0,0
0.0,1.0,605,8.0,1,1,1,1,1
4.0,22.0,575,4.0,0,0,0,0,0
0.0,8.0,600,35.0,0,0,0,0,0
0.0,7.0,597,73.0,1,1,1,1,1
20.0,41.0,550,9.0,0,0,0,0,0
0.0,6.0,561,27.0,0,0,0,0,0
0.0,3.0,593,25.0,1,1,1,1,1
3.0,30.0,550,9.0,0,0,0,0,0
0.0,8.0,583,20.0,1,1,0,0,0
13.0,29.0,614,8.0,0,0,0,0,0
0.0,17.0,582,8.0,1,1,0,0,0
3.0,16.0,594,30.0,0,0,0,0,0
0.0,13.0,578,23.0,1,1,1,1,1
3.0,10.0,574,23.0,0,0,0,0,0
6.0,9.0,550,13.0,0,0,0,0,0
9.0,19.0,600,12.0,0,0,0,0,0
2.0,10.0,644,5.0,1,0,0,0,0
11.0,25.0,603,24.0,0,0,0,0,0
12.0,38.0,623,17.0,0,0,0,0,0
0.0,7.0,608,23.0,0,0,0,0,0
1.0,10.0,558,62.0,1,1,1,1,1
21.0,26.0,613,8.0,1,0,0,0,0
3.0,9.0,569,27.0,1,1,1,1,1
0.0,7.0,556,15.0,1,1,1,0,0
0.0,0.0,608,23.0,0,0,0,0,0
12.0,27.0,589,19.0,0,0,0,0,0
2.0,9.0,581,19.0,0,0,0,0,0
1.0,4.0,575,19.0,0,0,0,0,0
0.0,3.0,571,35.0,1,1,1,1,1
8.0,22.0,577,13.0,0,0,0,0,0
0.0,29.0,635,29.0,1,1,1,1,1
0.0,12.0,606,6.0,1,1,1,1,1
1.0,10.0,574,26.0,1,0,0,0,0
0.0,3.0,612,16.0,0,0,0,0,0
0.0,31.0,582,13.0,1,1,1,1,1
0.0,13.0,588,44.0,1,1,1,1,1
0.0,8.0,567,9.0,1,1,1,1,1
2.0,6.0,590,5.0,0,0,0,0,0
8.0,25.0,607,5.0,0,0,0,0,0
0.0,2.0,590,9.0,0,0,0,0,0
0.0,7.0,592,7.0,0,0,0,0,0
8.0,25.0,601,10.0,0,0,0,0,0
0.0,15.0,576,9.0,1,0,0,0,0
9.0,31.0,632,26.0,0,0,0,0,0
30.0,48.0,571,9.0,0,0,0,0,0
0.0,13.0,607,46.0,1,1,1,1,1
0.0,5.0,584,35.0,1,1,1,1,1
4.0,5.0,563,16.0,0,0,0,0,0
6.0,8.0,593,17.0,0,0,0,0,0
0.0,6.0,646,8.0,0,0,0,0,0
7.0,26.0,616,51.0,1,1,0,0,0
5.0,23.0,635,21.0,0,0,0,0,0
0.0,3.0,588,37.0,1,1,1,1,1
5.0,26.0,606,7.0,1,0,0,0,0
2.0,13.0,656,5.0,1,0,0,0,0
0.0,10.0,651,7.0,1,1,1,1,1
2.0,5.0,597,17.0,0,0,0,0,0
0.0,22.0,707,11.0,1,1,1,1,1
1.0,3.0,559,64.0,1,1,1,1,1
7.0,20.0,606,5.0,0,0,0,0,0
8.0,9.0,557,21.0,0,0,0,0,0
7.0,18.0,626,18.0,0,0,0,0,0
1.0,3.0,632,13.0,0,0,0,0,0
1.0,2.0,681,3.0,0,0,0,0,0
0.0,2.0,551,37.0,1,1,1,1,1
0.0,6.0,550,51.0,1,1,1,1,0
4.0,13.0,550,6.0,0,0,0,0,0
1.0,11.0,619,19.0,1,1,0,0,0
10.0,16.0,594,7.0,0,0,0,0,0
0.0,0.0,662,15.0,0,0,0,0,0
9.0,17.0,584,11.0,0,0,0,0,0
0.0,11.0,603,4.0,1,1,1,1,1
2.0,7.0,550,39.0,1,0,0,0,0
12.0,23.0,592,28.0,1,0,0,0,0
0.0,2.0,622,29.0,0,0,0,0,0
15.0,28.0,633,8.0,0,0,0,0,0
17.0,48.0,680,4.0,0,0,0,0,0
5.0,13.0,631,1.0,0,0,0,0,0
0.0,4.0,625,7.0,1,0,0,0,0
0.0,3.0,579,18.0,1,1,1,1,1
0.0,1.0,682,10.0,0,0,0,0,0
7.0,18.0,595,18.0,0,0,0,0,0
4.0,9.0,617,12.0,0,0,0,0,0
15.0,32.0,638,24.0,0,0,0,0,0
0.0,11.0,555,20.0,1,1,1,1,1
0.0,9.0,613,4.0,1,0,0,0,0
0.0,11.0,611,63.0,0,0,0,0,0
7.0,14.0,643,16.0,0,0,0,0,0
1.0,2.0,595,8.0,0,0,0,0,0
11.0,34.0,614,16.0,0,0,0,0,0
0.0,4.0,572,3.0,1,1,1,0,0
5.0,20.0,663,5.0,0,0,0,0,0
3.0,8.0,622,14.0,0,0,0,0,0
0.0,3.0,625,10.0,0,0,0,0,0
4.0,14.0,585,6.0,0,0,0,0,0
0.0,3.0,592,4.0,1,0,0,0,0
0.0,27.0,552,9.0,1,1,0,0,0
7.0,30.0,591,20.0,0,0,0,0,0
13.0,42.0,620,7.0,1,0,0,0,0
9.0,15.0,575,1.0,0,0,0,0,0
18.0,43.0,674,6.0,1,0,0,0,0
0.0,14.0,602,16.0,1,1,1,0,0
1.0,14.0,569,38.0,1,1,1,1,1
1.0,8.0,550,27.0,0,0,0,0,0
0.0,4.0,602,22.0,1,1,1,1,1
5.0,16.0,573,19.0,0,0,0,0,0
6.0,14.0,664,24.0,0,0,0,0,0
7.0,23.0,580,26.0,0,0,0,0,0
1.0,7.0,566,17.0,1,0,0,0,0
15.0,30.0,664,12.0,1,0,0,0,0
2.0,6.0,654,23.0,0,0,0,0,0
6.0,15.0,646,9.0,0,0,0,0,0
1.0,19.0,650,48.0,0,0,0,0,0
13.0,38.0,589,24.0,1,1,1,1,1
0.0,9.0,550,59.0,0,0,0,0,0
1.0,14.0,552,9.0,0,0,0,0,0
3.0,17.0,562,61.0,0,0,0,0,0
0.0,6.0,606,16.0,1,1,1,1,1
7.0,25.0,644,14.0,1,0,0,0,0
12.0,21.0,573,9.0,0,0,0,0,0
4.0,9.0,610,18.0,0,0,0,0,0
7.0,26.0,722,11.0,0,0,0,0,0
0.0,3.0,579,23.0,1,1,0,0,0
0.0,6.0,550,28.0,0,0,0,0,0
